site_id,site_latitude,site_longitude,year_month,year,month,target_area_precip_mm,control_area_precip_mm,target_area_seeded,bogus_control,state,project_name
site_000,33.7,242.08,2004-06,2004,6,1.8882751,0.11444092,False,False,california,
site_000,33.7,242.08,2004-07,2004,7,0.53215027,0.0,False,False,california,
site_000,33.7,242.08,2004-08,2004,8,0.41389465,0.0,False,False,california,
site_000,33.7,242.08,2004-09,2004,9,1.4877319,0.22888184,False,False,california,
site_000,33.7,242.08,2004-10,2004,10,127.420425,115.47661,False,False,california,
site_000,33.7,242.08,2004-11,2004,11,20.084381,35.99167,False,False,california,
site_000,33.7,242.08,2004-12,2004,12,96.91048,163.90228,False,False,california,
site_000,33.7,242.08,2005-01,2005,1,205.94215,213.51051,False,False,california,
site_000,33.7,242.08,2005-02,2005,2,242.67578,96.13037,False,False,california,
site_000,33.7,242.08,2005-03,2005,3,33.525467,132.86018,False,False,california,
site_000,33.7,242.08,2005-04,2005,4,28.209686,43.60199,False,False,california,
site_000,33.7,242.08,2005-05,2005,5,10.406494,104.89273,False,False,california,
site_000,33.7,242.08,2005-06,2005,6,3.2615662,0.05722046,False,False,california,
site_000,33.7,242.08,2005-07,2005,7,0.17738342,0.0,False,False,california,
site_000,33.7,242.08,2005-08,2005,8,0.5912781,3.3111572,False,False,california,
site_000,33.7,242.08,2005-09,2005,9,22.144318,8.525848,False,False,california,
site_000,33.7,242.08,2005-10,2005,10,28.913498,7.1544647,False,False,california,
site_000,33.7,242.08,2005-11,2005,11,5.8937073,13.389587,False,False,california,
site_000,33.7,242.08,2005-12,2005,12,12.41684,151.78108,False,False,california,
site_000,33.7,242.08,2006-01,2006,1,25.424957,153.14102,False,False,california,
site_000,33.7,242.08,2006-02,2006,2,51.322937,50.25482,False,False,california,
site_000,33.7,242.08,2006-03,2006,3,62.675476,212.6236,False,False,california,
site_000,33.7,242.08,2006-04,2006,4,60.93979,208.96912,False,False,california,
site_000,33.7,242.08,2006-05,2006,5,20.576477,18.920898,False,False,california,
site_000,33.7,242.08,2006-06,2006,6,1.2588501,0.22888184,False,False,california,
site_000,33.7,242.08,2006-07,2006,7,5.3215027,1.4190674,False,False,california,
site_000,33.7,242.08,2006-08,2006,8,1.8920898,0.0,False,False,california,
site_000,33.7,242.08,2006-09,2006,9,1.9454956,0.0,False,False,california,
site_000,33.7,242.08,2006-10,2006,10,9.756088,11.5299225,False,False,california,
site_000,33.7,242.08,2006-11,2006,11,4.005432,10.929108,False,False,california,
site_000,33.7,242.08,2006-12,2006,12,21.759033,62.911987,False,False,california,
site_000,33.7,242.08,2007-01,2007,1,17.974854,30.509949,False,False,california,
site_000,33.7,242.08,2007-02,2007,2,34.47342,148.86856,False,False,california,
site_000,33.7,242.08,2007-03,2007,3,4.966736,26.252747,False,False,california,
site_000,33.7,242.08,2007-04,2007,4,22.087097,28.896332,False,False,california,
site_000,33.7,242.08,2007-05,2007,5,2.6607513,6.444931,False,False,california,
site_000,33.7,242.08,2007-06,2007,6,0.91552734,0.05722046,False,False,california,
site_000,33.7,242.08,2007-07,2007,7,0.53215027,0.0,False,False,california,
site_000,33.7,242.08,2007-08,2007,8,1.1825562,0.118255615,False,False,california,
site_000,33.7,242.08,2007-09,2007,9,26.550293,3.490448,False,False,california,
site_000,33.7,242.08,2007-10,2007,10,8.869171,14.6045685,False,False,california,
site_000,33.7,242.08,2007-11,2007,11,9.727478,5.378723,False,False,california,
site_000,33.7,242.08,2007-12,2007,12,20.428658,101.670265,False,False,california,
site_000,33.7,242.08,2008-01,2008,1,146.40045,163.90228,False,False,california,
site_000,33.7,242.08,2008-02,2008,2,44.08455,133.02803,False,False,california,
site_000,33.7,242.08,2008-03,2008,3,3.1929016,7.5092316,False,False,california,
site_000,33.7,242.08,2008-04,2008,4,2.9754639,0.51498413,False,False,california,
site_000,33.7,242.08,2008-05,2008,5,8.218765,16.73317,False,False,california,
site_000,33.7,242.08,2008-06,2008,6,0.5722046,0.0,False,False,california,
site_000,33.7,242.08,2008-07,2008,7,0.29563904,0.0,False,False,california,
site_000,33.7,242.08,2008-08,2008,8,0.23651123,0.0,False,False,california,
site_000,33.7,242.08,2008-09,2008,9,0.22888184,0.0,False,False,california,
site_000,33.7,242.08,2008-10,2008,10,2.3651123,15.787125,False,False,california,
site_000,33.7,242.08,2008-11,2008,11,74.50104,69.293976,False,False,california,
site_000,33.7,242.08,2008-12,2008,12,70.95337,91.11595,False,False,california,
site_000,33.7,242.08,2009-01,2009,1,14.988899,57.531357,False,False,california,
site_000,33.7,242.08,2009-02,2009,2,100.85678,125.31662,False,False,california,
site_000,33.7,242.08,2009-03,2009,3,7.5683594,70.89424,False,False,california,
site_000,33.7,242.08,2009-04,2009,4,5.6648254,19.96994,False,False,california,
site_000,33.7,242.08,2009-05,2009,5,1.3008118,18.743515,False,False,california,
site_000,33.7,242.08,2009-06,2009,6,8.811951,14.247894,False,False,california,
site_000,33.7,242.08,2009-07,2009,7,0.118255615,0.0,False,False,california,
site_000,33.7,242.08,2009-08,2009,8,0.47302246,0.9460449,False,False,california,
site_000,33.7,242.08,2009-09,2009,9,0.34332275,0.11444092,False,False,california,
site_000,33.7,242.08,2009-10,2009,10,22.40944,65.51361,False,False,california,
site_000,33.7,242.08,2009-11,2009,11,3.4332275,10.585785,False,False,california,
site_000,33.7,242.08,2009-12,2009,12,52.742004,141.67023,False,False,california,
site_000,33.7,242.08,2010-01,2010,1,121.212006,156.09741,False,False,california,
site_000,33.7,242.08,2010-02,2010,2,109.10797,128.12042,False,False,california,
site_000,33.7,242.08,2010-03,2010,3,16.43753,67.46483,False,False,california,
site_000,33.7,242.08,2010-04,2010,4,24.8909,100.02136,False,False,california,
site_000,33.7,242.08,2010-05,2010,5,2.5424957,17.915726,False,False,california,
site_000,33.7,242.08,2010-06,2010,6,2.1743774,0.0,False,False,california,
site_000,33.7,242.08,2010-07,2010,7,1.1234283,0.0,False,False,california,
site_000,33.7,242.08,2010-08,2010,8,1.7738342,0.0,False,False,california,
site_000,33.7,242.08,2010-09,2010,9,1.3160706,1.2588501,False,False,california,
site_000,33.7,242.08,2010-10,2010,10,39.67476,84.07974,False,False,california,
site_000,33.7,242.08,2010-11,2010,11,27.35138,83.31299,False,False,california,
site_000,33.7,242.08,2010-12,2010,12,207.24297,300.60577,False,False,california,
site_000,33.7,242.08,2011-01,2011,1,19.098282,71.071625,False,False,california,
site_000,33.7,242.08,2011-02,2011,2,65.475464,89.588165,False,False,california,
site_000,33.7,242.08,2011-03,2011,3,67.0805,216.40778,False,False,california,
site_000,33.7,242.08,2011-04,2011,4,8.69751,21.057129,False,False,california,
site_000,33.7,242.08,2011-05,2011,5,10.229111,45.469284,False,False,california,
site_000,33.7,242.08,2011-06,2011,6,3.5476685,51.09787,False,False,california,
site_000,33.7,242.08,2011-07,2011,7,2.5424957,0.35476685,False,False,california,
site_000,33.7,242.08,2011-08,2011,8,0.53215027,0.118255615,False,False,california,
site_000,33.7,242.08,2011-09,2011,9,2.9182434,0.45776367,False,False,california,
site_000,33.7,242.08,2011-10,2011,10,17.679214,41.27121,False,False,california,
site_000,33.7,242.08,2011-11,2011,11,54.130554,38.79547,False,False,california,
site_000,33.7,242.08,2011-12,2011,12,23.1781,0.29563904,False,False,california,
site_000,33.7,242.08,2012-01,2012,1,18.980026,80.768585,False,False,california,
site_000,33.7,242.08,2012-02,2012,2,10.454178,31.970978,False,False,california,
site_000,33.7,242.08,2012-03,2012,3,43.99109,119.615555,False,False,california,
site_000,33.7,242.08,2012-04,2012,4,51.26953,97.10312,False,False,california,
site_000,33.7,242.08,2012-05,2012,5,4.257202,0.9460449,False,False,california,
site_000,33.7,242.08,2012-06,2012,6,1.2588501,6.008148,False,False,california,
site_000,33.7,242.08,2012-07,2012,7,1.537323,0.0,False,False,california,
site_000,33.7,242.08,2012-08,2012,8,0.47302246,0.29563904,False,False,california,
site_000,33.7,242.08,2012-09,2012,9,3.0326843,0.62942505,False,False,california,
site_000,33.7,242.08,2012-10,2012,10,11.707306,17.501831,False,False,california,
site_000,33.7,242.08,2012-11,2012,11,12.760162,76.50375,False,False,california,
site_000,33.7,242.08,2012-12,2012,12,42.57202,167.62733,False,False,california,
site_000,33.7,242.08,2013-01,2013,1,17.560959,35.772324,False,False,california,
site_000,33.7,242.08,2013-02,2013,2,12.336731,23.872375,False,False,california,
site_000,33.7,242.08,2013-03,2013,3,15.195847,26.134491,False,False,california,
site_000,33.7,242.08,2013-04,2013,4,7.724762,12.874603,False,False,california,
site_000,33.7,242.08,2013-05,2013,5,8.928299,3.5476685,False,False,california,
site_000,33.7,242.08,2013-06,2013,6,1.373291,0.2861023,False,False,california,
site_000,33.7,242.08,2013-07,2013,7,3.1929016,0.118255615,False,False,california,
site_000,33.7,242.08,2013-08,2013,8,1.7738342,1.7738342,False,False,california,
site_000,33.7,242.08,2013-09,2013,9,2.746582,2.9754639,False,False,california,
site_000,33.7,242.08,2013-10,2013,10,12.94899,9.578705,False,False,california,
site_000,33.7,242.08,2013-11,2013,11,20.198822,19.168854,False,False,california,
site_000,33.7,242.08,2013-12,2013,12,7.982254,14.9002075,False,False,california,
site_000,33.7,242.08,2014-01,2014,1,1.4190674,24.53804,False,False,california,
site_000,33.7,242.08,2014-02,2014,2,60.508728,80.80292,False,False,california,
site_000,33.7,242.08,2014-03,2014,3,35.713196,49.13521,False,False,california,
site_000,33.7,242.08,2014-04,2014,4,11.27243,58.135986,False,False,california,
site_000,33.7,242.08,2014-05,2014,5,2.0694733,10.229111,False,False,california,
site_000,33.7,242.08,2014-06,2014,6,0.74386597,0.0,False,False,california,
site_000,33.7,242.08,2014-07,2014,7,1.4781952,1.4781952,False,False,california,
site_000,33.7,242.08,2014-08,2014,8,5.6762695,0.118255615,False,False,california,
site_000,33.7,242.08,2014-09,2014,9,5.7792664,0.74386597,False,False,california,
site_000,33.7,242.08,2014-10,2014,10,2.0103455,0.0,False,False,california,
site_000,33.7,242.08,2014-11,2014,11,15.678406,46.09108,False,False,california,
site_000,33.7,242.08,2014-12,2014,12,107.08046,123.45886,False,False,california,
site_000,33.7,242.08,2015-01,2015,1,13.599396,1.6555786,False,False,california,
site_000,33.7,242.08,2015-02,2015,2,11.722565,75.54245,False,False,california,
site_000,33.7,242.08,2015-03,2015,3,24.715424,3.3111572,False,False,california,
site_000,33.7,242.08,2015-04,2015,4,5.836487,26.779175,False,False,california,
site_000,33.7,242.08,2015-05,2015,5,30.096054,16.141891,False,False,california,
site_000,33.7,242.08,2015-06,2015,6,4.5776367,0.8583069,False,False,california,
site_000,33.7,242.08,2015-07,2015,7,14.368057,0.7686615,False,False,california,
site_000,33.7,242.08,2015-08,2015,8,0.9460449,0.0,False,False,california,
site_000,33.7,242.08,2015-09,2015,9,18.081665,4.463196,False,False,california,
site_000,33.7,242.08,2015-10,2015,10,22.882462,22.64595,False,False,california,
site_000,33.7,242.08,2015-11,2015,11,7.381439,70.89615,False,False,california,
site_000,33.7,242.08,2015-12,2015,12,22.1138,81.47812,False,False,california,
site_000,33.7,242.08,2016-01,2016,1,82.24678,169.75594,False,False,california,
site_000,33.7,242.08,2016-02,2016,2,8.020401,15.377045,False,False,california,
site_000,33.7,242.08,2016-03,2016,3,31.219482,118.31474,False,False,california,
site_000,33.7,242.08,2016-04,2016,4,26.035309,33.359528,False,False,california,
site_000,33.7,242.08,2016-05,2016,5,11.411667,8.928299,False,False,california,
site_000,33.7,242.08,2016-06,2016,6,1.9454956,0.2861023,False,False,california,
site_000,33.7,242.08,2016-07,2016,7,0.7095337,0.0,False,False,california,
site_000,33.7,242.08,2016-08,2016,8,0.8277893,0.0,False,False,california,
site_000,33.7,242.08,2016-09,2016,9,6.0653687,0.0,False,False,california,
site_000,33.7,242.08,2016-10,2016,10,9.874344,59.186935,False,False,california,
site_000,33.7,242.08,2016-11,2016,11,21.28601,43.945312,False,False,california,
site_000,33.7,242.08,2016-12,2016,12,66.81442,116.54091,False,False,california,
site_000,33.7,242.08,2017-01,2017,1,152.49062,365.82373,False,False,california,
site_000,33.7,242.08,2017-02,2017,2,84.99527,267.91,False,False,california,
site_000,33.7,242.08,2017-03,2017,3,7.5979233,69.711685,False,False,california,
site_000,33.7,242.08,2017-04,2017,4,2.746582,75.87433,False,False,california,
site_000,33.7,242.08,2017-05,2017,5,13.0672455,8.218765,False,False,california,
site_000,33.7,242.08,2017-06,2017,6,3.0899048,0.91552734,False,False,california,
site_000,33.7,242.08,2017-07,2017,7,5.0258636,0.0,False,False,california,
site_000,33.7,242.08,2017-08,2017,8,5.1441193,0.059127808,False,False,california,
site_000,33.7,242.08,2017-09,2017,9,8.125305,8.239746,False,False,california,
site_000,33.7,242.08,2017-10,2017,10,5.7353973,6.3266754,False,False,california,
site_000,33.7,242.08,2017-11,2017,11,4.2915344,57.735443,False,False,california,
site_000,33.7,242.08,2017-12,2017,12,1.3599396,2.3651123,False,False,california,
site_000,33.7,242.08,2018-01,2018,1,63.296318,74.23496,False,False,california,
site_000,33.7,242.08,2018-02,2018,2,12.176514,21.148682,False,False,california,
site_000,33.7,242.08,2018-03,2018,3,66.459656,247.39075,False,False,california,
site_000,33.7,242.08,2018-04,2018,4,2.4032593,45.0325,False,False,california,
site_000,33.7,242.08,2018-05,2018,5,12.298584,2.2468567,False,False,california,
site_000,33.7,242.08,2018-06,2018,6,2.746582,0.0,False,False,california,
site_000,33.7,242.08,2018-07,2018,7,0.47302246,0.0,False,False,california,
site_000,33.7,242.08,2018-08,2018,8,1.241684,0.059127808,False,False,california,
site_000,33.7,242.08,2018-09,2018,9,1.2016296,0.0,False,False,california,
site_000,33.7,242.08,2018-10,2018,10,19.068718,10.613441,False,False,california,
site_000,33.7,242.08,2018-11,2018,11,26.035309,124.28284,False,False,california,
site_000,33.7,242.08,2018-12,2018,12,62.675476,68.29262,False,False,california,
site_000,33.7,242.08,2019-01,2019,1,125.380516,130.0516,False,False,california,
site_000,33.7,242.08,2019-02,2019,2,133.5144,230.28564,False,False,california,
site_000,33.7,242.08,2019-03,2019,3,62.143326,155.80177,False,False,california,
site_000,33.7,242.08,2019-04,2019,4,10.070801,28.438568,False,False,california,
site_000,33.7,242.08,2019-05,2019,5,25.838852,115.94963,False,False,california,
site_000,33.7,242.08,2019-06,2019,6,4.97818,1.0299683,False,False,california,
site_000,33.7,242.08,2019-07,2019,7,1.0051727,0.53215027,False,False,california,
site_000,33.7,242.08,2019-08,2019,8,0.7095337,0.0,False,False,california,
site_000,33.7,242.08,2019-09,2019,9,4.634857,2.8038025,False,False,california,
site_000,33.7,242.08,2019-10,2019,10,0.9460449,0.0,False,False,california,
site_000,33.7,242.08,2019-11,2019,11,52.12784,62.885284,False,False,california,
site_000,33.7,242.08,2019-12,2019,12,114.94446,130.37682,False,False,california,
site_000,33.7,242.08,2020-01,2020,1,9.933472,19.571304,False,False,california,
site_000,33.7,242.08,2020-02,2020,2,14.270782,4.037857,False,False,california,
site_000,33.7,242.08,2020-03,2020,3,100.69466,117.01393,False,False,california,
site_000,33.7,242.08,2020-04,2020,4,93.26935,97.0459,False,False,california,
site_000,33.7,242.08,2020-05,2020,5,5.203247,17.442703,False,False,california,
site_000,33.7,242.08,2020-06,2020,6,5.607605,1.1444092,False,False,california,
site_000,33.7,242.08,2020-07,2020,7,1.0643005,0.0,False,False,california,
site_000,33.7,242.08,2020-08,2020,8,1.0643005,0.35476685,False,False,california,
site_000,33.7,242.08,2020-09,2020,9,0.91552734,0.11444092,False,False,california,
site_000,33.7,242.08,2020-10,2020,10,2.187729,0.0,False,False,california,
site_000,33.7,242.08,2020-11,2020,11,3.2043457,28.72467,False,False,california,
site_000,33.7,242.08,2020-12,2020,12,21.936417,39.14261,False,False,california,
site_000,33.7,242.08,2021-01,2021,1,49.66736,122.6902,False,False,california,
site_000,33.7,242.08,2021-02,2021,2,2.1095276,17.490387,False,False,california,
site_000,33.7,242.08,2021-03,2021,3,38.40351,79.852104,False,False,california,
site_000,33.7,242.08,2021-04,2021,4,6.8092346,12.874603,False,False,california,
site_000,33.7,242.08,2021-05,2021,5,5.3215027,0.17738342,False,False,california,
site_000,33.7,242.08,2021-06,2021,6,1.8882751,0.11444092,False,False,california,
site_000,33.7,242.08,2021-07,2021,7,5.912781,0.0,False,False,california,
site_000,33.7,242.08,2021-08,2021,8,3.2520294,0.0,False,False,california,
site_000,33.7,242.08,2021-09,2021,9,1.4305115,0.05722046,False,False,california,
site_000,33.7,242.08,2021-10,2021,10,20.399094,80.472946,False,False,california,
site_000,33.7,242.08,2021-11,2021,11,1.0871887,6.2942505,False,False,california,
site_000,33.7,242.08,2021-12,2021,12,139.00948,231.36711,False,False,california,
site_000,33.7,242.08,2022-01,2022,1,11.559486,0.7982254,False,False,california,
site_000,33.7,242.08,2022-02,2022,2,8.384705,10.147095,False,False,california,
site_000,33.7,242.08,2022-03,2022,3,37.280083,42.86766,False,False,california,
site_000,33.7,242.08,2022-04,2022,4,7.209778,31.18515,False,False,california,
site_000,33.7,242.08,2022-05,2022,5,4.0798187,0.23651123,False,False,california,
site_000,33.7,242.08,2022-06,2022,6,9.212494,0.9727478,False,False,california,
site_000,33.7,242.08,2022-07,2022,7,1.241684,0.0,False,False,california,
site_000,33.7,242.08,2022-08,2022,8,0.6504059,0.7686615,False,False,california,
site_000,33.7,242.08,2022-09,2022,9,19.91272,3.7193298,False,False,california,
site_000,33.7,242.08,2022-10,2022,10,9.815216,0.9460449,False,False,california,
site_000,33.7,242.08,2022-11,2022,11,36.04889,58.879852,False,False,california,
site_000,33.7,242.08,2022-12,2022,12,44.75975,221.25626,False,False,california,
site_001,34.24,243.09,2000-01,2000,1,9.963036,222.8527,False,False,california,
site_001,34.24,243.09,2000-02,2000,2,80.84011,237.54214,False,False,california,
site_001,34.24,243.09,2000-03,2000,3,35.949707,49.105644,False,False,california,
site_001,34.24,243.09,2000-04,2000,4,21.572113,55.160522,False,False,california,
site_001,34.24,243.09,2000-05,2000,5,3.4885406,21.0495,False,False,california,
site_001,34.24,243.09,2000-06,2000,6,7.095337,15.449524,False,False,california,
site_001,34.24,243.09,2000-07,2000,7,2.2468567,0.0,False,False,california,
site_001,34.24,243.09,2000-08,2000,8,54.98886,0.23651123,False,False,california,
site_001,34.24,243.09,2000-09,2000,9,1.6021729,8.296967,False,False,california,
site_001,34.24,243.09,2000-10,2000,10,15.846252,106.07529,False,False,california,
site_001,34.24,243.09,2000-11,2000,11,1.4305115,3.3187866,False,False,california,
site_001,34.24,243.09,2000-12,2000,12,3.0155182,6.385803,False,False,california,
site_001,34.24,243.09,2001-01,2001,1,56.05316,98.62518,False,False,california,
site_001,34.24,243.09,2001-02,2001,2,105.36957,119.84253,False,False,california,
site_001,34.24,243.09,2001-03,2001,3,41.625977,70.18471,False,False,california,
site_001,34.24,243.09,2001-04,2001,4,24.204254,86.17401,False,False,california,
site_001,34.24,243.09,2001-05,2001,5,8.810043,1.1234283,False,False,california,
site_001,34.24,243.09,2001-06,2001,6,1.5449524,0.0,False,False,california,
site_001,34.24,243.09,2001-07,2001,7,32.165527,8.869171,False,False,california,
site_001,34.24,243.09,2001-08,2001,8,6.149292,0.0,False,False,california,
site_001,34.24,243.09,2001-09,2001,9,4.348755,0.45776367,False,False,california,
site_001,34.24,243.09,2001-10,2001,10,5.0258636,25.484085,False,False,california,
site_001,34.24,243.09,2001-11,2001,11,14.820099,92.811584,False,False,california,
site_001,34.24,243.09,2001-12,2001,12,18.920898,161.1824,False,False,california,
site_001,34.24,243.09,2002-01,2002,1,11.470795,63.266754,False,False,california,
site_001,34.24,243.09,2002-02,2002,2,2.5634766,26.916504,False,False,california,
site_001,34.24,243.09,2002-03,2002,3,17.79747,73.55499,False,False,california,
site_001,34.24,243.09,2002-04,2002,4,7.2669983,28.266907,False,False,california,
site_001,34.24,243.09,2002-05,2002,5,3.4294128,14.6045685,False,False,california,
site_001,34.24,243.09,2002-06,2002,6,0.17166138,0.11444092,False,False,california,
site_001,34.24,243.09,2002-07,2002,7,14.01329,1.0643005,False,False,california,
site_001,34.24,243.09,2002-08,2002,8,1.9512177,0.0,False,False,california,
site_001,34.24,243.09,2002-09,2002,9,8.69751,6.980896,False,False,california,
site_001,34.24,243.09,2002-10,2002,10,7.331848,0.059127808,False,False,california,
site_001,34.24,243.09,2002-11,2002,11,29.86908,95.443726,False,False,california,
site_001,34.24,243.09,2002-12,2002,12,28.440475,117.66434,False,False,california,
site_001,34.24,243.09,2003-01,2003,1,4.1389465,16.319275,False,False,california,
site_001,34.24,243.09,2003-02,2003,2,111.190796,70.97626,False,False,california,
site_001,34.24,243.09,2003-03,2003,3,37.605286,53.333282,False,False,california,
site_001,34.24,243.09,2003-04,2003,4,31.356812,96.41647,False,False,california,
site_001,34.24,243.09,2003-05,2003,5,8.396149,54.279327,False,False,california,
site_001,34.24,243.09,2003-06,2003,6,1.7738342,0.0,False,False,california,
site_001,34.24,243.09,2003-07,2003,7,48.54393,0.47302246,False,False,california,
site_001,34.24,243.09,2003-08,2003,8,52.682877,4.7893524,False,False,california,
site_001,34.24,243.09,2003-09,2003,9,11.672974,0.0,False,False,california,
site_001,34.24,243.09,2003-10,2003,10,0.41389465,3.074646,False,False,california,
site_001,34.24,243.09,2003-11,2003,11,20.313263,52.928925,False,False,california,
site_001,34.24,243.09,2003-12,2003,12,37.960052,165.67612,False,False,california,
site_001,34.24,243.09,2004-01,2004,1,8.366585,39.82258,False,False,california,
site_001,34.24,243.09,2004-02,2004,2,73.013306,116.26816,False,False,california,
site_001,34.24,243.09,2004-03,2004,3,21.759033,29.859543,False,False,california,
site_001,34.24,243.09,2004-04,2004,4,24.662018,1.3160706,False,False,california,
site_001,34.24,243.09,2004-05,2004,5,1.0643005,7.036209,False,False,california,
site_001,34.24,243.09,2004-06,2004,6,5.0354004,0.11444092,False,False,california,
site_001,34.24,243.09,2004-07,2004,7,4.611969,0.0,False,False,california,
site_001,34.24,243.09,2004-08,2004,8,17.560959,0.0,False,False,california,
site_001,34.24,243.09,2004-09,2004,9,4.119873,0.22888184,False,False,california,
site_001,34.24,243.09,2004-10,2004,10,112.28371,115.47661,False,False,california,
site_001,34.24,243.09,2004-11,2004,11,36.449432,35.99167,False,False,california,
site_001,34.24,243.09,2004-12,2004,12,74.91493,163.90228,True,False,california,
site_001,34.24,243.09,2005-01,2005,1,129.01688,213.51051,True,False,california,
site_001,34.24,243.09,2005-02,2005,2,103.44696,96.13037,True,False,california,
site_001,34.24,243.09,2005-03,2005,3,32.815933,132.86018,True,False,california,
site_001,34.24,243.09,2005-04,2005,4,16.422272,43.60199,True,False,california,
site_001,34.24,243.09,2005-05,2005,5,8.159637,104.89273,True,False,california,
site_001,34.24,243.09,2005-06,2005,6,2.9182434,0.05722046,True,False,california,
site_001,34.24,243.09,2005-07,2005,7,50.849915,0.0,True,False,california,
site_001,34.24,243.09,2005-08,2005,8,52.742004,3.3111572,True,False,california,
site_001,34.24,243.09,2005-09,2005,9,16.422272,8.525848,True,False,california,
site_001,34.24,243.09,2005-10,2005,10,46.11969,7.1544647,True,False,california,
site_001,34.24,243.09,2005-11,2005,11,2.1743774,13.389587,True,False,california,
site_001,34.24,243.09,2005-12,2005,12,3.6363602,151.78108,True,False,california,
site_001,34.24,243.09,2006-01,2006,1,22.705078,153.14102,False,False,california,
site_001,34.24,243.09,2006-02,2006,2,45.448303,50.25482,False,False,california,
site_001,34.24,243.09,2006-03,2006,3,57.767868,212.6236,False,False,california,
