site_id,state,year_month,year,month,target_area,control_area,target_area_precip_mm,control_area_precip_mm,target_area_seeded,seeding_season_months,treatment_start_year,did_eligible
alta_snowbird_ut,utah,2002-09,2002,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,66.0,79.47,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2002-10,2002,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,98.42,85.97,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2002-11,2002,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,120.85,51.35,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2002-12,2002,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,127.0,122.39,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-01,2003,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,100.92,158.03,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-02,2003,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,146.55,108.31,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-03,2003,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,131.97,125.61,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-04,2003,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,113.56,85.15,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-05,2003,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,68.45,36.45,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-06,2003,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,39.0,39.96,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-07,2003,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,29.31,27.7,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-08,2003,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,34.12,32.18,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-09,2003,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,49.09,65.39,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-10,2003,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,108.92,65.57,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-11,2003,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,116.81,127.94,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2003-12,2003,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,146.11,148.41,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-01,2004,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,91.73,129.13,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-02,2004,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,98.47,76.52,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-03,2004,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,90.39,103.92,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-04,2004,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,43.18,36.68,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-05,2004,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,44.84,41.64,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-06,2004,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,33.0,26.01,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-07,2004,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,19.05,25.29,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-08,2004,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,12.51,29.89,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-09,2004,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,39.95,42.64,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-10,2004,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,85.2,66.57,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-11,2004,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,83.01,104.46,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2004-12,2004,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,88.87,91.99,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-01,2005,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,108.8,83.64,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-02,2005,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,112.07,93.08,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-03,2005,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,101.71,133.04,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-04,2005,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,82.87,65.3,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-05,2005,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,50.95,42.94,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-06,2005,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,27.5,23.33,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-07,2005,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,23.05,16.63,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-08,2005,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,20.52,30.7,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-09,2005,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,42.95,37.71,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-10,2005,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,73.5,53.75,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-11,2005,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,75.17,114.99,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2005-12,2005,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,139.86,132.38,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-01,2006,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,153.02,150.61,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-02,2006,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,121.41,111.41,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-03,2006,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,100.6,114.01,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-04,2006,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,66.58,90.75,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-05,2006,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,46.6,48.96,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-06,2006,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,29.19,27.93,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-07,2006,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,24.43,27.73,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-08,2006,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,34.19,31.82,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-09,2006,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,58.61,50.49,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-10,2006,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,98.26,99.23,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-11,2006,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,129.77,121.8,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2006-12,2006,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,154.78,152.7,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-01,2007,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,159.65,121.38,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-02,2007,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,79.54,119.26,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-03,2007,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,106.42,129.86,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-04,2007,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,75.89,78.06,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-05,2007,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,46.34,79.31,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-06,2007,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,52.13,42.59,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-07,2007,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,39.66,27.04,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-08,2007,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,38.47,30.12,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-09,2007,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,74.67,71.22,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-10,2007,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,85.76,94.74,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-11,2007,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,114.27,88.95,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2007-12,2007,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,140.69,89.45,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-01,2008,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,180.06,144.47,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-02,2008,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,165.03,182.7,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-03,2008,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,73.58,129.51,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-04,2008,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,75.88,87.05,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-05,2008,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,52.33,67.57,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-06,2008,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,34.9,40.86,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-07,2008,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,41.09,36.29,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-08,2008,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,43.9,30.94,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-09,2008,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,52.64,52.77,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-10,2008,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,111.32,112.6,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-11,2008,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,143.85,103.41,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2008-12,2008,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,112.28,145.12,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-01,2009,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,100.84,75.82,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-02,2009,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,91.39,102.12,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-03,2009,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,65.81,61.53,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-04,2009,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,50.08,43.28,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-05,2009,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,34.09,29.1,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-06,2009,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,32.85,33.12,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-07,2009,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,21.03,25.08,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-08,2009,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,19.22,20.46,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-09,2009,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,44.4,43.87,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-10,2009,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,36.63,39.16,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-11,2009,11,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,95.8,32.25,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2009-12,2009,12,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,81.9,55.43,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-01,2010,1,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,144.72,135.05,True,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-02,2010,2,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,115.48,157.46,True,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-03,2010,3,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,120.46,75.42,True,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-04,2010,4,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,107.58,81.99,True,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-05,2010,5,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,27.08,50.92,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-06,2010,6,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,23.95,45.65,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-07,2010,7,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,33.1,31.87,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-08,2010,8,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,45.3,43.47,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-09,2010,9,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,63.78,62.5,False,11;12;1;2;3;4,2010,True
alta_snowbird_ut,utah,2010-10,2010,10,"Alta and Snowbird ski resorts, Little Cottonwood Canyon",Big Cottonwood Canyon and adjacent Wasatch drainages,100.24,80.91,False,11;12;1;2;3;4,2010,True
